cdek_id;city_name;region_name
21751;Светлое, Айыртауский р-н;Северо-Казахстанская обл.
21837;Святодуховка, Жамбылский р-н;Северо-Казахстанская обл.
21956;Семиполка, Шал Акына р-н;Северо-Казахстанская обл.
11149;Сергеевка;Северо-Казахстанская обл.
14185;Смирново;Северо-Казахстанская обл.
21873;Советское, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21767;Совхозное, Акжарский р-н;Северо-Казахстанская обл.
11281;Соколовка;Северо-Казахстанская обл.
21799;Сокологоровка, Габита Мусрепова р-н;Северо-Казахстанская обл.
21819;Спасовка, Есильский р-н;Северо-Казахстанская обл.
21800;Ставрополка, Габита Мусрепова р-н;Северо-Казахстанская обл.
21938;Степное, Тимирязевский р-н;Северо-Казахстанская обл.
21957;Ступинка, Шал Акына р-н;Северо-Казахстанская обл.
21958;Сухорабовка, Шал Акына р-н;Северо-Казахстанская обл.
21752;Сырымбет, Айыртауский р-н;Северо-Казахстанская обл.
14188;Тайынша;Северо-Казахстанская обл.
21755;Талшик;Северо-Казахстанская обл.
21874;Таманское, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21820;Тарангул, Есильский р-н;Северо-Казахстанская обл.
21801;Тахтаброд, Габита Мусрепова р-н;Северо-Казахстанская обл.
14200;Тимирязево;Северо-Казахстанская обл.
21924;Тихоокеанское, Тайыншинский р-н;Северо-Казахстанская обл.
21776;Токуши, Аккайынский р-н;Северо-Казахстанская обл.
21838;Троицкое, Жамбылский р-н;Северо-Казахстанская обл.
21777;Трудовое, Аккайынский р-н;Северо-Казахстанская обл.
21839;Украинское, Жамбылский р-н;Северо-Казахстанская обл.
21802;Урожайное, Габита Мусрепова р-н;Северо-Казахстанская обл.
21875;Успенка, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21768;Уялы, Акжарский р-н;Северо-Казахстанская обл.
21876;Фурмановка, Магжана Жумабаева р-н;Северо-Казахстанская обл.
21939;Хмельницкое, Тимирязевский р-н;Северо-Казахстанская обл.
21940;Целинное, Тимирязевский р-н;Северо-Казахстанская обл.
21778;Чаглы, Аккайынский р-н;Северо-Казахстанская обл.
21856;Чапаево, Кызылжарский р-н;Северо-Казахстанская обл.
